city,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Tokyo,2024-10-16,78.1,67.3,73.2,78.1,67.3,73.2,65.0,75.9,0.0,0,0.0,,0.0,0.0,10.1,7.4,292.3,1019.8,77.7,8.3,153.8,13.3,6,10.0,2024-10-16T05:48:06,2024-10-16T17:04:04,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47671099999,47727099999,47642043313,47680099999,RJTT"
Tokyo,2024-10-17,77.2,71.0,73.3,77.2,71.0,73.3,66.2,78.7,0.0,0,0.0,,0.0,0.0,15.2,11.2,30.7,1022.5,81.3,9.7,131.6,11.3,5,10.0,2024-10-17T05:48:58,2024-10-17T17:02:47,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47671099999,47727099999,47670099999,47642043313,47680099999,47626099999,47682099999,RJTT"
Tokyo,2024-10-18,72.9,69.3,71.0,72.9,69.3,71.0,68.3,91.5,0.082,100,12.5,rain,0.0,0.0,14.5,5.8,336.0,1022.6,95.7,7.3,73.4,6.3,3,10.0,2024-10-18T05:49:51,2024-10-18T17:01:30,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47662099999,47671099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-10-19,84.4,70.4,75.6,90.0,70.4,76.4,70.4,85.1,0.058,100,12.5,rain,0.0,0.0,22.1,12.5,229.4,1012.1,82.2,9.1,148.9,12.9,7,10.0,2024-10-19T05:50:44,2024-10-19T17:00:15,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47662099999,47671099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-10-20,72.3,57.8,64.0,72.3,57.8,64.0,47.6,55.6,0.005,100,4.17,rain,0.0,0.0,28.6,11.5,28.4,1025.7,42.8,12.1,135.0,11.7,6,10.0,2024-10-20T05:51:37,2024-10-20T16:59:00,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-10-21,67.7,52.9,60.9,67.7,52.9,60.9,46.9,60.4,0.0,0,0.0,rain,0.0,0.0,18.1,9.1,345.0,1032.3,53.6,13.4,101.4,8.8,4,10.0,2024-10-21T05:52:31,2024-10-21T16:57:46,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-10-22,75.0,59.1,67.3,75.0,59.1,67.3,56.1,68.3,0.0,0,0.0,rain,0.0,0.0,16.6,10.1,338.8,1025.3,78.4,13.4,135.8,11.7,6,10.0,2024-10-22T05:53:25,2024-10-22T16:56:34,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-10-23,76.3,66.0,71.4,76.3,66.0,71.4,68.0,89.3,0.27,100,16.67,rain,0.0,0.0,27.5,12.7,209.3,1015.4,85.6,9.9,87.6,7.6,4,10.0,2024-10-23T05:54:20,2024-10-23T16:55:22,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-10-24,77.3,68.8,72.7,77.3,68.8,72.7,65.8,79.3,0.0,0,0.0,rain,0.0,0.0,15.2,9.1,31.7,1016.0,64.7,11.0,65.8,5.7,3,10.0,2024-10-24T05:55:15,2024-10-24T16:54:12,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47671099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-10-25,71.0,66.0,68.7,71.0,66.0,68.7,61.1,77.1,0.019,100,4.17,rain,0.0,0.0,14.5,7.9,21.3,1023.8,92.9,11.9,25.8,2.2,1,10.0,2024-10-25T05:56:10,2024-10-25T16:53:02,0.75,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-10-26,68.7,63.6,66.3,68.7,63.6,66.3,59.6,79.2,0.0,0,0.0,,0.0,0.0,13.4,6.9,342.3,1022.2,76.7,11.2,51.4,4.3,2,10.0,2024-10-26T05:57:06,2024-10-26T16:51:54,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-10-27,73.1,62.7,67.7,73.1,62.7,67.7,63.2,86.0,0.076,100,4.17,rain,0.0,0.0,10.7,7.6,320.7,1014.7,79.0,9.3,121.3,10.3,5,10.0,2024-10-27T05:58:02,2024-10-27T16:50:46,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47662099999,47671099999,47670099999,47680099999,47642043313,RJTY,47626099999,47682099999,RJTT"
Tokyo,2024-10-28,68.3,63.3,65.9,68.3,63.3,65.9,61.9,87.8,0.392,100,20.83,rain,0.0,0.0,18.6,6.8,4.9,1008.9,99.0,9.4,12.9,1.0,1,10.0,2024-10-28T05:58:58,2024-10-28T16:49:40,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-10-29,65.9,54.3,60.2,65.9,54.3,60.2,53.0,78.2,0.712,100,37.5,rain,0.0,0.0,19.0,10.2,27.8,1020.1,99.1,8.8,72.8,6.3,4,10.0,2024-10-29T05:59:55,2024-10-29T16:48:35,0.89,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"47662099999,47671099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-10-30,71.3,54.8,62.0,71.3,54.8,62.0,54.8,80.4,0.938,100,45.83,rain,0.0,0.0,28.0,15.7,330.3,1015.2,61.6,8.9,52.6,4.5,2,10.0,2024-10-30T06:00:52,2024-10-30T16:47:32,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-10-31,67.8,56.0,61.4,67.8,56.0,61.4,48.4,63.5,0.0,0,0.0,,0.0,0.0,18.1,7.2,55.1,1024.5,25.7,13.4,152.1,13.2,6,10.0,2024-10-31T06:01:49,2024-10-31T16:46:29,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-01,70.7,54.3,62.6,70.7,54.3,62.6,54.4,75.2,0.0,0,0.0,rain,0.0,0.0,10.5,5.7,321.8,1023.9,62.1,11.5,126.8,10.9,6,10.0,2024-11-01T06:02:47,2024-11-01T16:45:28,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-02,62.4,59.1,60.8,62.4,59.1,60.8,60.4,98.5,1.021,100,50.0,rain,0.0,0.0,32.2,7.2,344.9,1013.1,99.5,4.4,18.5,1.6,1,10.0,2024-11-02T06:03:45,2024-11-02T16:44:29,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"47662099999,47671099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-03,71.6,58.3,63.6,71.6,58.3,63.6,51.6,67.7,0.039,100,4.17,rain,0.0,0.0,18.8,9.3,21.2,1018.2,18.8,12.6,160.5,14.0,6,10.0,2024-11-03T06:04:43,2024-11-03T16:43:30,0.06,Rain,Clear conditions throughout the day with early morning rain.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-04,72.2,53.0,62.9,72.2,53.0,62.9,53.0,70.9,0.0,0,0.0,,0.0,0.0,21.7,11.3,214.2,1020.0,10.2,11.7,157.3,13.6,6,10.0,2024-11-04T06:05:42,2024-11-04T16:42:33,0.09,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-05,66.8,57.0,62.2,66.8,57.0,62.2,52.9,72.1,0.0,0,0.0,rain,0.0,0.0,17.7,9.1,31.9,1016.2,54.2,10.8,104.3,9.0,5,10.0,2024-11-05T06:06:41,2024-11-05T16:41:38,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999,RJTT"
Tokyo,2024-11-06,60.2,56.1,58.1,60.2,56.1,58.1,48.8,71.1,0.02,100,4.17,rain,0.0,0.0,19.7,8.1,1.2,1015.5,71.4,12.9,38.7,3.1,1,10.0,2024-11-06T06:07:40,2024-11-06T16:40:44,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"47662099999,47671099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-07,62.9,52.1,56.4,62.9,52.1,56.4,38.4,53.0,0.0,0,0.0,,0.0,0.0,28.6,16.9,323.8,1022.4,15.1,14.4,146.3,12.6,6,10.0,2024-11-07T06:08:39,2024-11-07T16:39:51,0.19,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47671099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-08,59.1,47.7,53.3,59.1,45.6,52.9,37.4,55.4,0.0,0,0.0,,0.0,0.0,14.8,7.3,21.0,1028.7,17.2,13.2,120.9,10.4,5,10.0,2024-11-08T06:09:38,2024-11-08T16:39:00,0.23,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-09,62.0,46.6,54.7,62.0,45.8,54.2,42.1,63.6,0.0,0,0.0,,0.0,0.0,13.2,8.0,3.2,1028.7,31.4,12.3,126.8,11.1,5,10.0,2024-11-09T06:10:38,2024-11-09T16:38:11,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-10,61.1,53.0,56.8,61.1,53.0,56.8,45.6,67.0,0.0,0,0.0,rain,0.0,0.0,13.9,8.0,328.7,1025.6,97.4,10.3,62.8,5.3,3,10.0,2024-11-10T06:11:38,2024-11-10T16:37:23,0.3,Overcast,Cloudy skies throughout the day.,cloudy,"47662099999,47671099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-11,69.0,56.1,61.4,69.0,56.1,61.4,57.0,86.3,0.078,100,8.33,rain,0.0,0.0,20.8,4.8,343.1,1016.0,51.6,9.4,93.9,8.1,4,10.0,2024-11-11T06:12:38,2024-11-11T16:36:36,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-12,68.2,53.7,61.3,68.2,53.7,61.3,53.6,76.7,0.0,0,0.0,,0.0,0.0,12.3,8.0,54.0,1015.5,19.0,11.6,86.3,7.5,4,10.0,2024-11-12T06:13:38,2024-11-12T16:35:52,0.37,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-13,68.3,55.2,61.7,68.3,55.2,61.7,48.9,64.3,0.0,0,0.0,,0.0,0.0,21.5,9.1,57.1,1019.3,22.6,12.4,145.0,12.5,6,10.0,2024-11-13T06:14:38,2024-11-13T16:35:09,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47671099999,47727099999,47643099999,47670099999,47642043313,47680099999,47626099999,47682099999,RJTT"
Tokyo,2024-11-14,64.5,53.9,60.5,64.5,53.9,60.5,50.0,68.5,0.0,0,0.0,rain,0.0,0.0,15.0,5.8,334.0,1023.5,62.6,11.3,95.1,8.3,4,10.0,2024-11-14T06:15:38,2024-11-14T16:34:27,0.44,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-15,63.2,57.0,60.5,63.2,57.0,60.5,57.9,91.3,0.011,100,16.67,rain,0.0,0.0,22.8,5.9,335.7,1018.9,96.9,6.5,62.4,5.3,3,10.0,2024-11-15T06:16:38,2024-11-15T16:33:48,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-16,65.5,58.7,62.2,65.5,58.7,62.2,54.3,75.5,0.0,0,0.0,rain,0.0,0.0,17.4,7.9,341.0,1021.7,85.7,11.0,69.5,6.1,3,10.0,2024-11-16T06:17:38,2024-11-16T16:33:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47671099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-17,74.0,59.7,65.8,74.0,59.7,65.8,59.0,79.5,0.0,0,0.0,rain,0.0,0.0,17.2,5.9,324.7,1013.6,55.0,12.3,100.0,8.7,6,10.0,2024-11-17T06:18:38,2024-11-17T16:32:34,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47671099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-18,65.9,52.8,58.2,65.9,52.8,58.2,42.9,57.0,0.119,100,25.0,rain,0.0,0.0,36.9,24.1,12.4,1015.2,80.1,8.0,54.1,4.6,3,10.0,2024-11-18T06:19:38,2024-11-18T16:32:00,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"47662099999,47670099999,47642043313,47680099999,RJTY,RJTI,47626099999,47682099999,RJTT"
Tokyo,2024-11-19,53.6,48.5,51.0,53.6,42.2,48.6,32.2,49.0,0.0,0,0.0,,0.0,0.0,41.4,27.5,17.6,1025.2,51.7,6.6,130.3,11.2,5,10.0,2024-11-19T06:20:37,2024-11-19T16:31:27,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"RJTY,RJTI,RJTT"
Tokyo,2024-11-20,48.1,44.7,47.3,44.7,39.9,42.4,38.7,72.7,0.108,100,54.17,rain,0.0,0.0,15.9,15.4,344.7,1022.7,84.8,6.3,36.5,3.1,2,10.0,2024-11-20T06:21:37,2024-11-20T16:30:56,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47642043313,RJTY,RJTI,RJTT"
Tokyo,2024-11-21,55.5,48.1,52.2,55.5,42.5,50.9,49.7,91.0,0.2,100,58.33,rain,0.0,0.0,16.6,18.2,337.9,1014.2,74.5,5.8,30.0,2.6,1,10.0,2024-11-21T06:22:36,2024-11-21T16:30:27,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"47642043313,47680099999,RJTY,RJTI,RJTT"
Tokyo,2024-11-22,62.1,46.8,55.0,62.1,45.2,54.9,47.9,78.2,0.039,100,4.17,rain,0.0,0.0,28.2,13.0,327.3,1011.6,24.1,7.7,133.9,11.4,6,10.0,2024-11-22T06:23:36,2024-11-22T16:30:01,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"47662099999,47671099999,47727099999,47642043313,47680099999,RJTY,RJTT"
Tokyo,2024-11-23,60.8,50.2,54.6,60.8,50.2,54.6,34.3,47.3,0.0,0,0.0,,0.0,0.0,36.9,21.9,339.4,1016.4,52.5,10.3,99.2,8.5,4,10.0,2024-11-23T06:24:34,2024-11-23T16:29:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47671099999,47727099999,47642043313,47680099999,RJTT"
Tokyo,2024-11-24,57.4,47.2,52.2,57.4,43.9,50.9,36.4,55.4,0.0,0,0.0,,0.0,0.0,14.1,11.8,24.9,1023.4,49.1,9.6,115.0,9.7,5,10.0,2024-11-24T06:25:33,2024-11-24T16:29:12,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47671099999,47727099999,47642043313,47680099999,RJTT"
Tokyo,2024-11-25,57.0,44.9,51.2,57.0,39.7,49.7,35.8,56.4,0.0,0,0.0,,0.0,0.0,11.4,13.4,34.7,1028.3,20.8,9.8,140.0,11.9,6,10.0,2024-11-25T06:26:31,2024-11-25T16:28:51,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47662099999,47671099999,47727099999,47642043313,47680099999,RJTT"
Tokyo,2024-11-26,57.3,43.1,51.0,57.3,39.3,49.5,40.0,66.9,0.186,100,16.67,rain,0.0,0.0,20.6,9.2,334.2,1023.4,55.4,8.4,86.5,7.4,4,10.0,2024-11-26T06:27:29,2024-11-26T16:28:32,0.83,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"47662099999,47671099999,47727099999,47643099999,47642043313,47680099999,RJTT"
Tokyo,2024-11-27,70.7,49.2,59.4,70.7,46.5,59.2,50.3,75.1,1.438,100,25.0,rain,0.0,0.0,41.8,17.3,238.8,1005.7,50.7,6.9,119.5,10.2,5,10.0,2024-11-27T06:28:26,2024-11-27T16:28:14,0.87,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"47662099999,47671099999,47727099999,47642043313,47680099999,RJTY,RJTT"
Tokyo,2024-11-28,63.7,50.3,56.7,63.7,50.3,56.7,32.8,41.8,0.0,0,0.0,,0.0,0.0,23.0,14.1,234.3,1005.1,8.8,12.6,133.8,11.6,6,10.0,2024-11-28T06:29:22,2024-11-28T16:27:59,0.9,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47671099999,47727099999,47670099999,47642043313,47680099999,47626099999,47682099999,RJTT"
Tokyo,2024-11-29,61.1,47.0,52.8,61.1,43.7,52.0,30.6,43.3,0.0,0,0.0,,0.0,0.0,18.3,11.4,278.9,1002.2,5.6,13.9,116.8,10.0,5,10.0,2024-11-29T06:30:18,2024-11-29T16:27:45,0.93,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-11-30,60.9,42.6,50.7,60.9,40.7,50.0,33.8,53.7,0.0,0,0.0,,0.0,0.0,14.5,10.1,264.2,1004.0,3.1,13.7,132.4,11.4,5,10.0,2024-11-30T06:31:14,2024-11-30T16:27:34,0.96,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
Tokyo,2024-12-01,61.0,44.7,53.3,61.0,42.2,52.4,38.2,56.8,0.0,0,0.0,,0.0,0.0,13.4,8.1,304.9,1013.0,19.0,8.6,131.9,11.4,6,10.0,2024-12-01T06:32:09,2024-12-01T16:27:24,0.0,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,RJTY,RJTI,47626099999,47682099999,RJTT"
Tokyo,2024-12-02,61.1,47.6,53.3,61.1,44.5,52.5,43.3,69.7,0.0,0,0.0,,0.0,0.0,12.1,9.8,312.5,1017.5,31.3,11.6,124.5,10.7,5,10.0,2024-12-02T06:33:03,2024-12-02T16:27:17,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47662099999,47670099999,47680099999,47642043313,RJTY,47626099999,47682099999,RJTT"
Tokyo,2024-12-03,62.3,45.8,53.5,62.3,43.3,53.2,45.9,76.5,0.0,0,0.0,,0.0,0.0,12.5,6.9,294.6,1014.8,5.1,12.0,121.9,10.5,5,10.0,2024-12-03T06:33:56,2024-12-03T16:27:11,0.07,Clear,Clear conditions throughout the day.,clear-day,"47662099999,47670099999,47642043313,47680099999,47626099999,47682099999"
